Id,SalePrice
2154,106231.984
2155,135583.95
2156,233737.95
2157,240509.19
2158,244921.67
2159,209244.19
2160,166438.95
2161,247996.9
2162,436142.3
2163,348465.22
2164,262865.38
2165,190151.58
2166,145096.34
2167,208316.08
2168,205701.56
2169,187940.31
2170,224422.44
2171,139864.88
2172,136223.98
2173,153307.16
2174,229783.45
2175,290627.72
2176,325959.75
2177,247846.64
2178,215566.28
2179,144228.56
2180,214069.83
2181,187709.23
2182,240574.52
2183,195740.28
2184,128715.39
2185,99894.7
2186,146352.53
2187,152359.08
2188,162681.25
2189,194681.11
2190,80604.44
2191,83487.05
2192,91115.13
2193,101008.88
2194,100023.68
2195,107691.23
2196,101829.78
2197,118926.164
2198,155736.6
2199,179770.84
2200,143554.02
2201,140118.69
2202,213803.98
2203,155819.94
2204,190706.12
2205,117280.23
2206,137582.16
2207,225719.12
2208,244115.73
2209,212081.86
2210,132553.23
2211,116814.836
2212,116058.51
2213,105945.484
2214,138141.62
2215,103021.94
2216,136487.73
2217,82664.12
2218,75982.88
2219,61323.668
2220,68108.625
2221,359939.5
2222,257013.72
2223,258190.9
2224,214412.89
2225,122307.37
2226,175026.67
2227,195321.67
2228,284886.4
2229,233122.86
2230,162320.03
2231,212148.56
2232,177022.61
2233,178702.03
2234,268833.38
2235,208165.16
2236,291483.47
2237,366457.94
2238,202576.52
2239,105882.98
2240,161864.77
2241,158916.78
2242,125261.66
2243,124406.1
2244,103081.836
2245,95741.52
2246,145556.67
2247,104980.92
2248,128016.555
2249,126785.17
2250,134432.75
2251,116076.875
2252,178092.36
2253,160613.02
2254,175742.06
2255,192571.42
2256,179573.97
2257,186194.03
2258,169941.47
2259,176964.62
2260,153697.19
2261,183651.77
2262,199518.36
2263,352500.1
2264,447814.8
2265,193495.58
2266,304813.06
2267,415462.12
2268,401424.34
2269,157999.17
2270,186854.67
2271,250814.58
2272,194702.97
2273,163404.14
2274,178897.69
2275,173213.92
2276,184637.89
2277,192109.06
2278,154722.86
2279,123088.31
2280,119129.99
2281,174126.03
2282,176102.92
2283,97988.35
2284,105345.83
2285,150345.06
2286,122930.82
2287,346859.03
2288,275717.56
2289,370020.94
2290,454149.97
2291,336010.66
2292,425505.28
2293,492628.0
2294,379735.34
2295,456855.03
2296,307933.7
2297,324199.28
2298,332014.0
2299,397847.03
2300,336394.03
2301,291348.9
2302,231652.0
2303,235279.72
2304,241380.45
2305,177097.23
2306,175891.67
2307,190439.58
2308,210197.89
2309,292052.84
2310,225146.56
2311,182334.83
2312,178977.61
2313,170838.48
2314,165250.12
2315,172811.73
2316,192967.25
2317,191903.0
2318,181295.78
2319,174055.7
2320,191273.47
2321,254666.42
2322,161050.86
2323,181555.78
2324,168214.28
2325,206715.9
2326,162933.7
2327,226073.3
2328,237692.95
2329,188422.67
2330,171732.94
2331,362902.62
2332,417781.44
2333,306501.6
2334,267693.7
2335,263525.84
2336,316940.28
2337,216319.81
2338,300673.6
2339,202607.73
2340,377387.6
2341,207133.22
2342,245915.9
2343,232282.45
2344,233528.11
2345,236016.81
2346,226815.69
2347,208921.5
2348,235849.16
2349,164876.0
2350,304134.7
2351,245682.42
2352,241300.86
2353,235777.25
2354,133253.03
2355,151827.89
2356,150573.56
2357,196028.2
2358,197439.2
2359,124275.34
2360,120440.37
2361,134637.97
2362,270235.6
2363,139548.22
2364,157094.95
2365,236211.47
2366,188635.69
2367,217542.56
2368,206749.12
2369,208190.77
2370,177004.86
2371,170744.3
2372,182315.22
2373,277821.7
2374,288732.6
2375,259011.86
2376,277613.97
2377,354375.8
2378,137151.03
2379,194900.27
2380,142380.31
2381,151844.36
2382,194274.36
2383,207971.95
2384,255560.98
2385,165742.08
2386,134391.6
2387,138034.19
2388,97018.05
2389,128733.36
2390,142430.5
2391,141457.52
2392,116473.27
2393,164723.28
2394,147266.05
2395,198651.66
2396,152400.73
2397,210926.52
2398,120023.766
2399,50079.14
2400,54908.945
2401,114387.78
2402,135696.66
2403,137722.92
2404,140749.05
2405,168584.12
2406,143896.92
2407,129031.24
2408,144606.25
2409,127930.984
2410,173907.34
2411,122846.78
2412,153702.64
2413,133496.7
2414,135270.14
2415,122377.73
2416,128460.25
2417,132687.22
2418,123645.195
2419,123000.54
2420,125588.92
2421,146377.64
2422,120420.59
2423,127911.89
2424,163932.31
2425,177520.66
2426,125126.69
2427,137372.55
2428,170467.61
2429,116081.82
2430,125651.03
2431,99441.62
2432,141626.3
2433,142660.16
2434,142099.78
2435,148301.8
2436,111711.37
2437,111561.92
2438,121721.01
2439,102519.336
2440,113491.13
2441,94121.66
2442,100300.586
2443,116272.266
2444,128422.85
2445,82870.48
2446,130075.84
2447,222288.77
2448,134537.2
2449,108289.88
2450,152141.8
2451,132973.38
2452,206087.86
2453,97656.914
2454,129877.81
2455,107979.63
2456,142955.36
2457,124374.64
2458,115045.61
2459,103837.77
2460,142295.39
2461,122834.45
2462,145662.92
2463,123564.35
2464,185400.03
2465,131338.58
2466,105931.23
2467,157751.36
2468,76773.7
2469,78142.67
2470,165893.42
2471,205483.28
2472,175650.17
2473,117973.82
2474,101141.3
2475,243415.06
2476,110523.125
2477,129385.62
2478,155888.36
2479,104080.1
2480,154005.6
2481,126420.57
2482,136231.28
2483,116702.266
2484,124347.484
2485,131623.67
2486,164197.58
2487,166660.83
2488,160445.64
2489,145213.83
2490,154514.06
2491,75143.0
2492,174466.97
2493,136418.06
2494,167245.25
2495,88738.805
2496,226705.64
2497,147292.28
2498,113695.586
2499,99061.086
2500,129780.0
2501,133305.52
2502,156137.7
2503,108254.71
2504,197206.05
2505,225201.23
2506,263545.3
2507,316583.38
2508,256519.73
2509,220836.61
2510,224128.4
2511,180336.16
2512,220055.38
2513,218567.7
2514,230336.92
2515,156714.44
2516,167183.52
2517,135155.75
2518,149912.72
2519,219395.28
2520,213462.31
2521,186290.75
2522,226962.69
2523,115503.99
2524,142251.27
2525,149618.2
2526,137729.06
2527,111237.13
2528,127428.18
2529,134139.9
2530,122484.5
2531,211383.75
2532,219257.28
2533,210724.39
2534,244598.8
2535,331263.47
2536,224316.08
2537,224689.78
2538,184797.42
2539,185274.78
2540,175297.11
2541,176673.92
2542,157261.66
2543,128304.82
2544,129159.98
2545,126765.82
2546,132040.16
2547,137644.84
2548,148383.48
2549,170873.73
2550,336860.56
2551,142991.6
2552,124714.4
2553,76735.33
2554,116651.93
2555,133089.47
2556,99240.23
2557,110088.45
2558,168435.98
2559,131638.73
2560,144763.7
2561,152572.55
2562,147516.88
2563,161419.39
2564,187630.19
2565,132164.0
2566,161485.95
2567,134137.89
2568,215951.22
2569,198629.03
2570,130164.08
2571,176444.75
2572,174595.94
2573,231817.42
2574,291385.25
2575,129015.2
2576,126805.555
2577,166070.03
2578,87163.95
2579,78598.3
2580,123919.59
2581,123115.15
2582,109271.08
2583,291447.6
2584,161421.0
2585,181821.05
2586,203256.69
2587,193406.81
2588,165501.36
2589,150049.38
2590,212486.19
2591,215484.58
2592,207440.7
2593,273450.78
2594,177920.75
2595,197129.8
2596,356912.72
2597,182541.4
2598,277637.75
2599,335915.7
2600,166522.66
2601,139895.5
2602,78069.35
2603,93354.64
2604,84204.94
2605,73749.766
2606,149699.02
2607,182216.62
2608,201533.33
2609,173805.81
2610,119473.13
2611,134141.86
2612,148309.9
2613,125238.32
2614,129476.695
2615,153378.78
2616,143581.66
2617,179910.62
2618,195222.06
2619,208801.5
2620,188755.81
2621,179085.11
2622,175392.56
2623,218347.45
2624,274985.38
2625,298526.2
2626,166421.42
2627,173637.05
2628,427117.5
2629,565800.0
2630,361186.97
2631,464722.47
2632,458020.84
2633,337006.06
2634,388623.0
2635,158535.98
2636,182767.86
2637,169135.55
2638,252786.16
2639,185430.6
2640,157938.03
2641,101770.47
2642,185083.5
2643,113029.75
2644,130489.266
2645,100587.055
2646,94409.83
2647,99529.71
2648,145657.67
2649,149133.8
2650,152109.67
2651,143776.62
2652,447114.12
2653,249153.48
2654,242180.73
2655,342456.03
2656,299194.8
2657,352612.12
2658,288603.56
2659,302394.22
2660,330018.97
2661,325533.94
2662,292695.6
2663,272522.78
2664,288462.62
2665,312356.1
2666,305754.1
2667,163722.1
2668,171892.27
2669,176707.9
2670,281550.28
2671,175800.39
2672,181847.47
2673,206850.77
2674,206668.95
2675,169784.1
2676,181540.14
2677,189841.19
2678,259237.75
2679,269247.6
2680,273721.22
2681,419926.8
2682,333796.78
2683,515445.44
2684,316011.97
2685,379384.7
2686,264109.25
2687,357356.4
2688,219116.42
2689,219749.52
2690,508064.38
2691,196831.31
2692,129939.08
2693,196479.06
2694,130667.21
2695,182145.81
2696,178046.14
2697,197252.86
2698,185666.5
2699,177204.36
2700,157599.6
2701,146736.83
2702,112550.02
2703,128625.04
2704,137560.0
2705,125974.05
2706,122817.35
2707,131335.94
2708,142679.42
2709,111926.44
2710,127459.21
2711,306758.0
2712,379922.0
2713,175343.47
2714,147430.22
2715,171374.02
2716,153843.45
2717,181454.16
2718,231074.53
2719,158743.3
2720,158700.17
2721,140244.95
2722,150092.06
2723,141709.97
2724,131249.83
2725,139196.33
2726,146003.89
2727,182231.7
2728,172947.75
2729,147528.7
2730,143421.83
2731,124631.9
2732,119486.305
2733,157353.86
2734,133982.23
2735,132695.9
2736,146858.06
2737,123738.164
2738,126841.69
2739,159298.62
2740,148411.97
2741,147937.52
2742,155891.95
2743,149402.55
2744,146219.12
2745,140779.72
2746,139167.53
2747,162398.42
2748,120008.68
2749,128942.39
2750,145770.97
2751,129277.664
2752,204426.22
2753,163737.25
2754,203299.42
2755,121662.29
2756,100388.945
2757,80446.14
2758,85129.305
2759,153759.66
2760,131665.14
2761,147914.75
2762,150077.36
2763,179496.34
2764,166463.7
2765,260953.12
2766,138848.42
2767,88998.836
2768,132807.48
2769,123300.01
2770,137084.12
2771,118774.21
2772,117577.38
2773,161004.12
2774,139141.23
2775,128297.19
2776,140627.12
2777,141638.9
2778,116671.414
2779,119042.71
2780,103791.94
2781,93519.14
2782,98029.45
2783,117486.3
2784,121530.336
2785,130482.734
2786,72943.91
2787,109447.805
2788,76228.12
2789,204391.9
2790,88583.29
2791,107029.86
2792,53356.6
2793,183723.11
2794,102270.27
2795,122737.484
2796,99878.06
2797,209477.88
2798,132888.23
2799,118235.59
2800,69747.62
2801,113301.08
2802,136859.69
2803,148170.3
2804,140013.36
2805,89588.04
2806,81685.31
2807,146423.23
2808,153189.23
2809,139210.8
2810,140189.03
2811,155922.1
2812,151838.36
2813,140292.25
2814,149695.95
2815,98954.93
2816,255620.58
2817,149477.83
2818,133516.78
2819,167546.8
2820,129113.35
2821,101752.54
2822,211437.8
2823,264257.62
2824,185563.34
2825,146514.39
2826,128844.71
2827,139140.44
2828,212216.78
2829,186459.31
2830,214622.78
2831,178927.39
2832,237125.56
2833,312071.7
2834,216134.89
2835,228583.39
2836,194845.88
2837,163570.88
2838,136836.39
2839,174305.34
2840,198369.03
2841,207199.86
2842,230333.45
2843,150658.8
2844,153372.83
2845,121473.11
2846,210359.28
2847,196991.97
2848,222234.03
2849,208023.47
2850,271084.97
2851,238123.78
2852,216826.52
2853,240034.55
2854,141703.25
2855,199847.73
2856,203637.78
2857,187646.38
2858,197854.23
2859,128025.35
2860,129881.836
2861,131138.44
2862,197315.39
2863,125411.99
2864,249760.34
2865,141002.6
2866,130088.734
2867,98368.87
2868,97819.06
2869,119973.73
2870,142686.8
2871,92702.19
2872,49930.305
2873,104499.58
2874,135187.66
2875,117427.875
2876,154459.27
2877,145374.47
2878,177170.83
2879,140776.06
2880,92540.836
2881,142171.5
2882,178893.94
2883,177650.78
2884,187041.9
2885,207842.05
2886,241774.94
2887,100126.23
2888,133437.88
2889,57602.63
2890,84044.46
2891,130956.66
2892,51123.38
2893,88571.484
2894,48236.246
2895,340800.6
2896,274633.56
2897,206092.89
2898,155722.03
2899,210777.14
2900,165914.88
2901,204031.2
2902,192935.27
2903,355355.53
2904,348111.2
2905,107436.98
2906,204523.58
2907,115610.13
2908,131931.42
2909,144110.47
2910,79880.266
2911,78869.05
2912,150084.25
2913,82415.74
2914,73816.12
2915,77450.586
2916,77792.91
2917,158313.08
2918,112054.96
2919,220441.95
